Address,Longitude,Latitude,Landlord,Neighbourhood,Apartment Building,Apartment Building Property Type,Apartment Building Property Management,Year Built,Year Registered,Apartment Building Units,Apartment Building Storeys,RentSafeTO Evaluation Completed On,RentSafeTO Score,Has AGI,Dates AGI Initiated,Received TDF,Received TDF Year,TDF Reduced Increase By,Rooming House,Rooming House Status
16 Albert Ave,-79.4891127,43.6159794,Blue Roof Properties Ltd,Mimico (includes Humber Bay Shores),TRUE,Privately owned,Blue Roof Properties Ltd,1950,2017,18,3,2020-11-05,77,FALSE,,FALSE,,,FALSE,
2543 Lake Shore Blvd W,-79.4897083,43.6095076,Capreit Limited Partnership,Mimico (includes Humber Bay Shores),TRUE,Privately owned,Capreit Limited Partenership,1952,2017,55,3,2020-01-17,76,TRUE,2016-11-30,TRUE,2019,2.55%,FALSE,
2529 Lake Shore Blvd W,-79.4881855,43.6100532,Capreit Limited Partnership,Mimico (includes Humber Bay Shores),TRUE,Privately owned,Capreit Limited Partnership,1952,2017,61,4,2020-11-12,83,TRUE,2016-11-30,TRUE,2019,2.55%,FALSE,
58 Waterton Rd,-79.5174901,43.6939245,Toronto Community Housing,Humber Heights-Westmount,TRUE,Toronto Community Housing,Del Managment,1963,2017,47,6,2020-12-08,71,FALSE,,FALSE,,,FALSE,
257 Sherbourne St,-79.371043,43.65926,Unknown,Moss Park,TRUE,Toronto Community Housing,TCH,1975,2017,102,4,2020-11-26,63,FALSE,,FALSE,,,FALSE,
106 Goodwood Park Crt,-79.2941606,43.6950293,Goodwood Apartments Limited,Taylor-Massey,TRUE,Privately owned,Ranee Management,1961,2017,129,7,2019-12-09,92,TRUE,2017-01-06,TRUE,2018,9%,FALSE,
1481 Kingston Rd,-79.2691611,43.6886682,1034523 Ontario Ltd,Birchcliffe-Cliffside,TRUE,Privately owned,1034523 Ontario Ltd,1940,2017,15,3,2020-12-01,53,FALSE,,FALSE,,,FALSE,
45 Trudelle St,-79.2424391,43.7395963,2501572 Ontario Inc,Eglinton East,TRUE,Privately owned,Golden Equity Properties,1963,2018,66,6,2021-04-19,81,TRUE,,TRUE,2017,1%,FALSE,
201 Vaughan Rd,-79.4223635,43.6870793,873815 Ontario Limited,Humewood-Cedarvale,TRUE,Social housing,7774001 Canada Inc.,2009,2017,30,3,2020-12-10,81,FALSE,,FALSE,,,FALSE,
30 Kimbercroft Crt,-79.2383758,43.790698,Markham Corners Residential Inc,Agincourt South-Malvern West,TRUE,Privately owned,Davpart Inc,1980,2017,94,8,2019-11-27,85,FALSE,,FALSE,,,FALSE,
1319 Neilson Rd,-79.2179865,43.8084272,Toronto Community Housing,Malvern,TRUE,Toronto Community Housing,Tch- Commertial,1993,2017,124,13,2020-11-26,81,FALSE,,FALSE,,,FALSE,
101 Coe Hill Dr,-79.4734953,43.6418206,2130155 Ontario Ltd,High Park-Swansea,TRUE,Privately owned,Unknown,1955,2017,47,3,2019-10-31,78,TRUE,2018-12-07,FALSE,,,FALSE,
2526 Bloor St W,-79.4897822,43.6480096,Unknown,High Park-Swansea,TRUE,Privately owned,Nil,1935,2017,19,4,2020-10-30,68,FALSE,,FALSE,,,FALSE,
66 Wasdale Cres,-79.4380376,43.730653,Unknown,Englemount-Lawrence,TRUE,Privately owned,Unknown,1956,2018,13,3,2020-12-18,53,FALSE,,FALSE,,,FALSE,
1757 Victoria Park Ave,-79.3080812,43.7396604,Capreit Victoria Park Apartments,Wexford/Maryvale,TRUE,Privately owned,Capreit,1963,2017,100,7,2019-11-21,87,TRUE,2017-03-29,FALSE,,,FALSE,
3345 Weston Rd,-79.5399713,43.7438286,Unknown,Humbermede,TRUE,Privately owned,Pjjaslar Holdings,1963,2017,57,4,2019-11-19,74,FALSE,,FALSE,,,FALSE,
4001 Steeles Ave W,-79.5241374,43.7741564,N H D Residential Limited,Black Creek,TRUE,Privately owned,N.h.d. Developments Limited,1973,2017,356,17,2019-11-19,78,FALSE,,FALSE,,,FALSE,
35 Duncanwoods Dr,-79.558065,43.7506113,35 Duncanwoods Inc,Humber Summit,TRUE,Privately owned,Gold Seal Management Inc.,1969,2017,75,7,2020-11-05,80,FALSE,,FALSE,,,FALSE,
55 Wynford Heights Cres,-79.325021,43.727308,Unknown,Banbury-Don Mills,TRUE,Privately owned,H & R Property Management Ltd,1969,2017,344,21,2019-11-06,89,FALSE,,FALSE,,,FALSE,
65 Wynford Heights Cres,-79.323832,43.728298,H&R Property Management,Banbury-Don Mills,TRUE,Privately owned,H & R Property Management Ltd,1974,2017,327,21,2019-11-06,89,TRUE,"2017-03-29, 2016-01-07",TRUE,2018,0.98%,FALSE,
7-11 Rochefort Dr,-79.3372251,43.7177965,Unknown,Flemingdon Park,TRUE,Privately owned,Unknown,1960,2017,64,3,2019-10-31,86,FALSE,,FALSE,,,FALSE,
16 The Donway E,-79.3411708,43.7362206,Cedarbank Investments Ltd,Banbury-Don Mills,TRUE,Privately owned,Unknown,1959,2017,61,4,2020-11-07,73,FALSE,,FALSE,,,FALSE,
12 The Donway E,-79.3409348,43.7353826,Perkell Bros Const Co Ltd,Banbury-Don Mills,TRUE,Privately owned,Unknown,1960,2017,40,4,2020-11-06,76,FALSE,,FALSE,,,FALSE,
25 Riverwood Pkwy,-79.4888376,43.6398593,Unknown,Stonegate-Queensway,TRUE,Privately owned,Golfour Property Services Inc.,1958,2017,50,4,2020-11-19,83,FALSE,,FALSE,,,FALSE,
50 Matilda St,-79.3530364,43.6602481,Toronto Community Housing,South Riverdale,TRUE,Toronto Community Housing,Unknown,2008,2017,56,4,2021-04-21,80,FALSE,,FALSE,,,FALSE,
66 Pacific Ave,-79.464796,43.655206,Gwl Realty Advisors,High Park North,TRUE,Privately owned,Vertica Resident Services,1965,2017,230,16,2019-11-04,73,TRUE,2018-05-22,FALSE,,,FALSE,
70 Heath St W,-79.3986241,43.6899156,Hollyburn Properties Limited,Yonge-St.Clair,TRUE,Privately owned,Hollyburn Properties Ltd,1959,2017,35,3,2019-12-02,89,TRUE,"2020-02-04, 2017-05-17, 2016-04-22",FALSE,,,FALSE,
963-967 Pharmacy Ave,-79.300332,43.734969,Wilmar Heights United Church Non-Profit Homes Inc,Wexford/Maryvale,TRUE,Social housing,Unknown,1993,2017,72,4,2019-11-21,95,FALSE,,FALSE,,,FALSE,
1817 Victoria Park Ave,-79.3097735,43.7433348,Stardel Apartments Inc,Wexford/Maryvale,TRUE,Privately owned,Unknown,1959,2017,36,4,2020-12-17,76,FALSE,,FALSE,,,FALSE,
1860 Lawrence Ave E,-79.3030801,43.744073,Brotherhood Foundation,Wexford/Maryvale,TRUE,Social housing,Unknown,1978,2017,89,8,2019-11-21,82,FALSE,,FALSE,,,FALSE,
35 Shoreham Dr,-79.5186021,43.7686903,Toronto Community Housing,Black Creek,TRUE,Toronto Community Housing,Unknown,1969,2017,323,11,2021-04-14,87,FALSE,,FALSE,,,FALSE,
310 Niska Rd,-79.5093954,43.7651132,E Manson Investments Limited,Black Creek,TRUE,Privately owned,E. Manson Investments Limited,1969,2017,167,13,2020-10-16,76,FALSE,,FALSE,,,FALSE,
14 The Donway E,-79.341002,43.735809,Perkell Bros Const Co Ltd,Banbury-Don Mills,TRUE,Privately owned,Unknown,1960,2017,40,4,2020-11-06,69,FALSE,,FALSE,,,FALSE,
34 Riverwood Pkwy,-79.4903244,43.6397959,Starlight Investments,Stonegate-Queensway,TRUE,Privately owned,Unknown,1955,2017,35,4,2020-11-19,84,TRUE,2016-05-02,FALSE,,,FALSE,
10 Riverwood Pkwy,-79.4882392,43.639092,Unknown,Stonegate-Queensway,TRUE,Privately owned,Unknown,1957,2019,52,3,2019-10-30,78,FALSE,,FALSE,,,FALSE,
323 Park Lawn Rd,-79.4933656,43.6372017,Sigma Canada Inc,Stonegate-Queensway,TRUE,Privately owned,Unknown,1955,2018,48,5,2020-11-25,80,TRUE,"2020-01-08, 2016-09-30",TRUE,2017,0.2%,FALSE,
33 Riverwood Pkwy,-79.489673,43.640199,Unknown,Stonegate-Queensway,TRUE,Privately owned,Golfour Property Services Inc.,1958,2017,50,4,2020-11-19,83,FALSE,,FALSE,,,FALSE,
5 Birchlea Ave,-79.5279063,43.5926331,Lakeshore Realty Ltd,Long Branch,TRUE,Privately owned,Unknown,1955,,13,3,2019-12-13,76,FALSE,,FALSE,,,FALSE,
740 Midland Ave,-79.2567709,43.7292581,Mr-V 740 & 746 Midland Avenue Inc,Kennedy Park,TRUE,Privately owned,Hazelview Proeprties,1959,2017,87,5,2019-11-20,86,TRUE,2020-02-05,FALSE,,,FALSE,
99 Marlee Ave,-79.440266,43.701054,Mr-V 99 Marlee Avenue Inc,Forest Hill North,TRUE,Privately owned,Unknown,1960,2017,59,6,2020-11-01,83,TRUE,2017-12-27,TRUE,2019,0.91%,FALSE,
2275 Victoria Park Ave,-79.3169545,43.7632082,1165394 Ontario Limited,Wexford/Maryvale,TRUE,Privately owned,Parkwoods Management,1962,2017,69,6,2019-11-25,73,TRUE,2020-09-28,FALSE,,,FALSE,
70 Gulliver Rd,-79.4802141,43.699052,Unknown,Brookhaven-Amesbury,TRUE,Privately owned,Unknown,1960,2017,19,3,2019-11-06,80,FALSE,,FALSE,,,FALSE,
4 The Donway E,-79.3408449,43.7330632,The Donway East Limited,Banbury-Don Mills,TRUE,Privately owned,Compten Management Inc,1950,2017,40,4,2020-11-18,81,TRUE,2019-02-20,FALSE,,,FALSE,
2 The Donway E,-79.3418225,43.732872,The Donway East Limited,Banbury-Don Mills,TRUE,Privately owned,Compten Management Inc,1950,2017,40,4,2020-11-18,83,TRUE,2019-02-20,FALSE,,,FALSE,
4 Overland Dr,-79.3478612,43.7328976,Akelius Canada Ltd,Banbury-Don Mills,TRUE,Privately owned,Akelius Canada Ltd,1961,2019,48,4,2019-11-05,76,FALSE,,FALSE,,,FALSE,
100 Graydon Hall Dr,-79.344175,43.76527,373041 Ont Ltd,Parkwoods-Donalda,TRUE,Privately owned,Unknown,1970,2017,286,24,2020-11-20,85,FALSE,,FALSE,,,FALSE,
2655 Bloor St W,-79.495605,43.649392,Kingsway Park Holdings Inc,Stonegate-Queensway,TRUE,Privately owned,Unknown,1940,2017,45,5,2020-10-29,80,FALSE,,FALSE,,,FALSE,
1276 Islington Ave,-79.525724,43.647667,Double Z Investments Limited,Islington-City Centre West,TRUE,Privately owned,Ranee Management,1957,2017,202,13,2019-10-29,75,TRUE,2017-11-21,TRUE,2018,0.7%,FALSE,
3725 Dundas St W,-79.4990375,43.6653211,Toronto Community Housing,Lambton Baby Point,TRUE,Toronto Community Housing,Unknown,1972,2017,153,10,2020-10-20,83,FALSE,,FALSE,,,FALSE,
140 Carlton St,-79.374885,43.662984,Car-Allan Investments Limited,Cabbagetown-South St.James Town,TRUE,Privately owned,Wj Properties,1973,2017,375,23,2020-11-10,82,TRUE,2018-11-08,FALSE,,,FALSE,
3112 Yonge St,-79.4031112,43.7264002,Pall Mall Apts Inc,Lawrence Park North,TRUE,Privately owned,Ranee Management,1957,2017,41,4,2020-11-05,80,FALSE,,FALSE,,,FALSE,
3110 Yonge St,-79.402914,43.726204,Pall Mall Apts Inc,Lawrence Park North,TRUE,Privately owned,Ranee Management,1957,2017,41,4,2020-11-05,84,FALSE,,FALSE,,,FALSE,
500 Dawes Rd,-79.298177,43.703317,Havcare Investments Inc,O'Connor-Parkview,TRUE,Privately owned,Havcare Investments Inc.,1966,2018,305,14,2020-12-16,47,FALSE,,FALSE,,,FALSE,
10 Gower St,-79.297772,43.702421,Vincentpaul Family Homes,O'Connor-Parkview,TRUE,Social housing,Unknown,1994,2017,164,7,2021-04-22,87,FALSE,,FALSE,,,FALSE,
77 Wellesley St E,-79.38055,43.665525,Imh 77 Wellesley Ltd,Church-Yonge Corridor,TRUE,Privately owned,Metcap Living Management Inc.,1926,2017,30,4,2019-12-03,86,TRUE,2016-07-29,FALSE,,,FALSE,
6 Park Vista,-79.298285,43.6983,Capreit Limited Partnership,O'Connor-Parkview,TRUE,Privately owned,Capreit,1971,2017,108,10,2019-12-05,83,FALSE,,FALSE,,,FALSE,
7 Park Vista,-79.2980579,43.6978955,Capreit Limited Partnership,O'Connor-Parkview,TRUE,Privately owned,Capreit,1971,2017,84,8,2019-12-05,88,FALSE,,FALSE,,,FALSE,
127 Glenwood Cres,-79.3120334,43.7025084,1430730 Ontario Limited,O'Connor-Parkview,TRUE,Privately owned,Falco Properties,1955,2017,57,3,2020-12-09,68,FALSE,,FALSE,,,FALSE,
2701-2703 St Clair Ave E,-79.3118557,43.7054518,St Clair O'connor Community Inc,O'Connor-Parkview,TRUE,Social housing,Unknown,1983,2017,127,5,2021-04-21,91,FALSE,,FALSE,,,FALSE,
2922 St Clair Ave E,-79.2998961,43.7085116,Poloco Holdings Inc,O'Connor-Parkview,TRUE,Privately owned,Poloco Holdings Inc.,1956,2017,16,4,2020-11-18,79,FALSE,,FALSE,,,FALSE,
2892 St Clair Ave E,-79.3024294,43.7079772,Danbar 2892 St Clair Ltd,O'Connor-Parkview,TRUE,Privately owned,Greenwin Corp,1955,2017,34,4,2020-11-18,77,FALSE,,FALSE,,,FALSE,
392 Jane St,-79.4883643,43.6580123,Thistle Construction Limited,Lambton Baby Point,TRUE,Privately owned,Unknown,1960,2017,32,6,2019-10-31,69,FALSE,,FALSE,,,FALSE,
50 Gloucester St,-79.3831019,43.6673334,Akelius Canada Ltd,Church-Yonge Corridor,TRUE,Privately owned,Akelius Canada Ltd,1928,2019,35,3,2019-12-03,77,FALSE,,FALSE,,,FALSE,
61 Charles St E,-79.383237,43.6689288,Mod Developments (Charles) Inc,Church-Yonge Corridor,TRUE,Privately owned,Unknown,1930,2017,24,3,2019-11-26,64,FALSE,,FALSE,,,FALSE,
88 Isabella St,-79.3813481,43.6687358,3414493 Canada Inc,Church-Yonge Corridor,TRUE,Privately owned,Capreit,1968,2017,82,14,2019-12-03,89,TRUE,2017-06-20,TRUE,2018,0.35%,FALSE,
205 Cosburn Ave,-79.3439347,43.6900739,Domino Court Apartments,Danforth East York,TRUE,Privately owned,Ranee Management,1967,2017,160,12,2020-11-25,82,TRUE,2018-01-08,TRUE,2018,0.79%,FALSE,
50 Neptune Dr,-79.4348137,43.731773,2135334 Ontario Inc,Englemount-Lawrence,TRUE,Privately owned,Dash Property Management,1960,2017,12,3,2021-04-20,65,FALSE,,FALSE,,,FALSE,
25 Hotspur Rd,-79.4347014,43.7325904,Unknown,Englemount-Lawrence,TRUE,Privately owned,Unknown,1956,2017,11,3,2020-11-19,78,FALSE,,FALSE,,,FALSE,
82 Neptune Dr,-79.4367274,43.7327278,5028766 Ontario Ltd,Englemount-Lawrence,TRUE,Privately owned,Unknown,1969,2017,11,3,2020-12-01,85,FALSE,,FALSE,,,FALSE,
1862 Bathurst St,-79.424504,43.697571,Blackstar 1862 Bathurst Ltd,Humewood-Cedarvale,TRUE,Privately owned,Unknown,1951,2017,75,7,2019-11-27,76,TRUE,2018-10-22,FALSE,,,FALSE,
345 Westmount Ave,-79.4441625,43.6844161,Unknown,Oakwood Village,TRUE,Privately owned,Unknown,1952,2017,29,3,2021-05-05,71,FALSE,,FALSE,,,FALSE,
155 Lake Shore Dr,-79.5056473,43.5946591,Park Place Equities 2005 Inc,New Toronto,TRUE,Privately owned,Clv Group,1959,2017,33,5,2019-10-31,81,FALSE,,FALSE,,,FALSE,
66 Fifteenth St,-79.515484,43.6016932,Sixty Six Fifteenth Ltd,New Toronto,TRUE,Privately owned,G Merulla Inc.,1957,2017,23,3,2020-11-26,72,FALSE,,FALSE,,,FALSE,
105 Twenty Fifth St,-79.52335,43.596469,Unknown,Long Branch,TRUE,Privately owned,Century 21,1970,2017,29,3,2020-11-26,66,FALSE,,FALSE,,,FALSE,
1 Birchlea Ave,-79.5276951,43.5927156,Milburne Investments Inc,Long Branch,TRUE,Privately owned,Hd Property Management,1955,2017,10,3,2019-01-25,59,FALSE,,FALSE,,,FALSE,
292 The Kingsway,-79.5213203,43.6634999,Unknown,Edenbridge-Humber Valley,TRUE,Privately owned,Unknown,1977,2017,22,4,2021-05-06,74,FALSE,,FALSE,,,FALSE,
11 Bergamot Ave,-79.5575053,43.7149312,Rexlington Heights Ltd,Rexdale-Kipling,TRUE,Privately owned,Pinedale Properties Ltd,1960,2017,130,7,2020-11-16,68,FALSE,,FALSE,,,FALSE,
235 Gosford Blvd,-79.5223034,43.7701264,1351895 Ontario Limited,Black Creek,TRUE,Privately owned,1351895 Ontario Limited,1974,2017,131,15,2020-11-09,74,FALSE,,FALSE,,,FALSE,
15 Penrose Rd,-79.3887904,43.7028932,Unknown,Mount Pleasant West,TRUE,Privately owned,Nazar Property,1930,2017,26,3,2020-12-01,71,FALSE,,FALSE,,,FALSE,
55 Brownlow Ave,-79.3906188,43.7066817,Royalwood Developments Ltd,Mount Pleasant West,TRUE,Privately owned,Unknown,1964,2017,121,15,2019-12-11,78,TRUE,2017-12-01,FALSE,,,FALSE,
299 Forman Ave,-79.385141,43.707742,766579 Ontario Limited,Mount Pleasant East,TRUE,Privately owned,Tdl Management Co.,1956,2017,29,4,2021-04-23,48,FALSE,,FALSE,,,FALSE,
551 Eglinton Ave E,-79.3785873,43.7104762,Akelius Canada Ltd,Mount Pleasant East,TRUE,Privately owned,Akelius Canada Ltd,1960,2017,54,8,2021-04-21,70,FALSE,,FALSE,,,FALSE,
77 Roehampton Ave,-79.396151,43.708118,Imh 77 Roehampton Ltd,Mount Pleasant West,TRUE,Privately owned,Unknown,1989,2017,81,11,2019-12-10,81,FALSE,,FALSE,,,FALSE,
125 Neptune Dr,-79.4396612,43.7308793,Car-Allan Investments Ltd,Englemount-Lawrence,TRUE,Privately owned,Wj Properties.ca,1974,2017,171,15,2020-12-01,79,FALSE,,FALSE,,,FALSE,
102 Rajah St,-79.4386739,43.7304941,985473 Ontario Limited,Englemount-Lawrence,TRUE,Privately owned,985473 Ontario Inc.,1960,2018,12,3,2020-12-02,79,FALSE,,FALSE,,,FALSE,
2255 Victoria Park Ave,-79.316596,43.762401,Greenbanktree Power Corp,Wexford/Maryvale,TRUE,Privately owned,Greenwin Corp.,1964,2017,72,6,2019-11-25,88,TRUE,2017-05-16,FALSE,,,FALSE,
835-841 Birchmount Rd,-79.2774144,43.7293401,Unknown,Ionview,TRUE,Social housing,Unknown,1992,2017,102,6,2019-11-20,81,FALSE,,FALSE,,,FALSE,
21 Gulliver Rd,-79.4772078,43.6986484,F P L Investments Limited,Brookhaven-Amesbury,TRUE,Privately owned,M&R Property Management,1961,2017,51,7,2019-11-06,83,TRUE,"2018-10-16, 2016-04-04",FALSE,,,FALSE,
150 Culford Rd,-79.487558,43.705229,950975 Ontario Limited,Brookhaven-Amesbury,TRUE,Privately owned,Cando Apartments Ltd.,1954,2017,110,5,2019-03-12,91,TRUE,2019-05-30,FALSE,,,FALSE,
2100 Keele St,-79.4765593,43.6995148,Gull Construction Co Ltd,Brookhaven-Amesbury,TRUE,Privately owned,Presidential Msh Corporation,1961,2017,71,6,2019-11-06,89,FALSE,,FALSE,,,FALSE,
42 Gulliver Rd,-79.4785701,43.6991198,Gulliver Rd Investments Ltd,Brookhaven-Amesbury,TRUE,Privately owned,Gulliver Road Investments,1960,2017,60,7,2019-11-06,79,FALSE,,FALSE,,,FALSE,
2370 Keele St,-79.4782568,43.7064628,2466287 Ontario Limited,Brookhaven-Amesbury,TRUE,Privately owned,Unknown,1957,2017,46,4,2020-11-10,83,FALSE,,FALSE,,,FALSE,
24 Forest Manor Rd,-79.344644,43.7710699,Homestead Land Holdings Limited,Henry Farm,TRUE,Privately owned,Unknown,1968,2017,128,10,2019-01-07,97,TRUE,2019-01-07,TRUE,2019,5%,FALSE,
70 Clipper Rd,-79.3320107,43.7880173,Van Horne Clipper Properties,Pleasant View,TRUE,Privately owned,Schickedanz Bros. Properties,1970,2017,206,14,2019-11-18,90,FALSE,,FALSE,,,FALSE,
12 Deerford Rd,-79.350678,43.786193,Capreit Limited Partnership,Don Valley Village,TRUE,Privately owned,Capreit,1969,2017,137,12,2019-11-07,94,FALSE,,FALSE,,,FALSE,
41 Mabelle Ave,-79.527713,43.6448405,Toronto Community Housing,Islington-City Centre West,TRUE,Toronto Community Housing,Unknown,1979,2017,350,19,2019-10-29,87,FALSE,,FALSE,,,FALSE,
22 Burnhamthorpe Rd,-79.530352,43.6482384,Unknown,Islington-City Centre West,TRUE,Privately owned,Freiman Investments,1959,2017,42,5,2020-10-27,73,FALSE,,FALSE,,,FALSE,
313 The Kingsway,-79.5228843,43.6649865,Kinsale Investments Limited,Edenbridge-Humber Valley,TRUE,Privately owned,Castlehill Property Management,1970,2017,18,4,2020-12-01,83,FALSE,,FALSE,,,FALSE,
80 Heath St W,-79.3991572,43.6895365,Hollyburn Properties,Yonge-St.Clair,TRUE,Privately owned,Hollyburn Properties Ltd,1959,2017,35,3,2019-12-02,87,TRUE,2017-05-17,FALSE,,,FALSE,
10 Willowridge Rd,-79.569021,43.675523,Eugene Kohn Const Ltd,Willowridge-Martingrove-Richview,TRUE,Privately owned,H&R Property Management,1971,2017,328,19,2020-10-28,69,TRUE,"2019-10-18, 2016-03-10",FALSE,,,FALSE,
3171 Eglinton Ave E,-79.2200493,43.7426253,Toronto Community Housing,Scarborough Village,TRUE,Toronto Community Housing,Del Management,1965,2017,161,12,2020-11-06,73,FALSE,,FALSE,,,FALSE,
2743 Victoria Park Ave,-79.3244859,43.7790545,Toronto Community Housing,L'Amoreaux,TRUE,Toronto Community Housing,Unknown,1971,2017,201,15,2020-11-26,82,FALSE,,FALSE,,,FALSE,
5 Stag Hill Dr,-79.3107706,43.7029769,Gf 5-9 Stag Hill Drive Ltd,O'Connor-Parkview,TRUE,Privately owned,Greenwin Corp.,1953,2018,15,4,2019-12-05,83,TRUE,"2021-04-15, 2016-12-12",FALSE,,,FALSE,
1085 Steeles Ave W,-79.448651,43.7913005,Bayview Summit Dev,Westminster-Branson,TRUE,Privately owned,Unknown,1969,2017,100,15,2020-11-03,77,FALSE,,FALSE,,,FALSE,
15 Forty Third St,-79.546159,43.59028,Tnrc Community Properties,Long Branch,TRUE,Social housing,Unknown,1953,2017,25,3,2019-10-30,80,FALSE,,FALSE,,,FALSE,
33 Rosehill Ave,-79.391057,43.686451,Unknown,Rosedale-Moore Park,TRUE,Privately owned,Quadreal Property Group,1969,2017,216,28,2019-11-27,87,FALSE,,FALSE,,,FALSE,
2303 Eglinton Ave E,-79.271204,43.730755,Werster Holdings Ltd,Ionview,TRUE,Privately owned,Wall Real Estate,1968,2017,169,7,2019-11-20,85,FALSE,,FALSE,,,FALSE,
2293 Eglinton Ave E,-79.2717269,43.7306194,Stamford Hill Investments Ltd,Ionview,TRUE,Privately owned,Marbrook Developments Ltd.,1960,2017,118,7,2020-11-10,79,FALSE,,FALSE,,,FALSE,
807 Kennedy Rd,-79.267968,43.7337168,Unknown,Ionview,TRUE,Privately owned,Mpc Properties Inc.,1969,2017,34,5,2020-12-14,84,FALSE,,FALSE,,,FALSE,
819 Kennedy Rd,-79.2684378,43.7346509,508 Dawes Road Ltd,Ionview,TRUE,Privately owned,508 Dawes Rd. Ltd.,1961,2017,62,6,2019-11-25,80,FALSE,,FALSE,,,FALSE,
2567 Keele St,-79.4796572,43.7173873,Unknown,Maple Leaf,TRUE,Privately owned,N/A,1958,2017,26,4,2019-11-06,81,FALSE,,FALSE,,,FALSE,
2605 Keele St,-79.4799616,43.7191744,1411837 Ontario Ltd,Maple Leaf,TRUE,Privately owned,Unknown,1950,2017,12,3,2020-11-01,86,FALSE,,FALSE,,,FALSE,
2623 Keele St,-79.4802346,43.7203799,Correl Holdings Ltd,Maple Leaf,TRUE,Privately owned,Correl Holdings Inc.,1965,2017,11,3,2019-11-05,79,FALSE,,FALSE,,,FALSE,
1747-1755 Jane St,-79.5040312,43.704784,1755 Jane Street Limited,Rustic,TRUE,Privately owned,Medallion Corporation,1971,2017,102,15,2020-11-02,80,FALSE,,FALSE,,,FALSE,
2500 Keele St,-79.4796415,43.7131136,2363753 Ontario Inc,Maple Leaf,TRUE,Privately owned,Golden Equity Properties,1977,2018,95,12,2019-11-06,66,TRUE,2017-10-27,TRUE,2019,1.31%,FALSE,
11 Dervock Cres,-79.380495,43.766209,Capreit Apartments Inc,Bayview Village,TRUE,Privately owned,Capreit,1959,2017,77,4,2019-11-07,87,TRUE,"2019-05-27, 2016-12-28",TRUE,2017,0.6%,FALSE,
640 Sheppard Ave E,-79.382746,43.768448,High Park Bayview Inc,Bayview Village,TRUE,Privately owned,Vertica Resident Services,1970,2017,128,19,2019-11-07,91,TRUE,"2020-04-20, 2018-05-08, 2016-08-09",FALSE,,,FALSE,
4000 Don Mills Rd,-79.3614788,43.8103903,Toronto Community Housing,Hillcrest Village,TRUE,Toronto Community Housing,Unknown,1980,2017,397,6,2021-04-24,76,FALSE,,FALSE,,,FALSE,
210 Cosburn Ave,-79.344341,43.6905466,Unknown,Old East York,TRUE,Privately owned,Unknown,1968,2017,33,4,2020-11-25,72,FALSE,,FALSE,,,FALSE,
22 Oakmount Rd,-79.4635445,43.6551784,W J Holdings Limited,High Park North,TRUE,Privately owned,Wj Properties,1965,2017,216,17,2019-10-31,78,TRUE,2018-02-07,TRUE,2019,0.58%,FALSE,
205 Keele St,-79.4617879,43.6597169,Unknown,High Park North,TRUE,Privately owned,Unknown,1958,2017,42,4,2020-11-19,72,FALSE,,FALSE,,,FALSE,
99 Tyndall Ave,-79.427662,43.636647,Akelius Canada Ltd,South Parkdale,TRUE,Privately owned,Akelius Canada Ltd,1957,2017,70,9,2021-04-22,66,FALSE,,FALSE,,,FALSE,
115 Tyndall Ave,-79.427965,43.637087,Tyndall Properties Holdings Inc,South Parkdale,TRUE,Privately owned,Metcap Living Management Inc,1963,2017,108,10,2020-11-10,82,FALSE,,FALSE,,,FALSE,
135 Tyndall Ave,-79.4283311,43.6377225,Tyndall Properties Holdings Inc,South Parkdale,TRUE,Privately owned,Metcap Living Management Inc,1963,2017,216,11,2019-03-14,89,TRUE,2016-11-23,FALSE,,,FALSE,
47 Spencer Ave,-79.42932,43.635756,Ari 87/146 Jameson Gp Inc,South Parkdale,TRUE,Privately owned,Metcap Living Management Inc,1962,2017,56,5,2019-11-04,76,FALSE,,FALSE,,,FALSE,
140 Springhurst Ave,-79.4365041,43.6357166,140 Springhurst Ave Inc,South Parkdale,TRUE,Privately owned,Unknown,1959,2019,20,5,2020-12-10,74,FALSE,,FALSE,,,FALSE,
700 Ontario St,-79.373436,43.669954,700/730 Ontario Street Apartment Limited,North St.James Town,TRUE,Privately owned,Ranee Management,1967,2017,279,14,2020-11-30,85,FALSE,,FALSE,,,FALSE,
670 Parliament St,-79.370913,43.670698,Parliament-Rose-Howard Limited,North St.James Town,TRUE,Privately owned,Medallion Corporation,1964,2017,239,15,2019-01-30,80,TRUE,2017-06-22,TRUE,"2019, 2017","0.04%, 0.88%",FALSE,
717 Broadview Ave,-79.3574674,43.6751655,Unknown,North Riverdale,TRUE,Toronto Community Housing,Unknown,1972,2017,69,8,2019-12-10,83,FALSE,,FALSE,,,FALSE,
818 Broadview Ave,-79.3589006,43.6780578,Unknown,Playter Estates-Danforth,TRUE,Privately owned,Tobis Investments Inc.,1950,2017,31,3,2020-12-15,80,FALSE,,FALSE,,,FALSE,
140 Jameson Ave,-79.4361158,43.6366792,Jameson Properties Holdings Inc,South Parkdale,TRUE,Privately owned,Metcap Living Management Inc.,1955,2017,23,4,2020-11-10,83,FALSE,,FALSE,,,FALSE,
120 Jameson Ave,-79.4359333,43.6358562,Oberon Development Corporation,South Parkdale,TRUE,Privately owned,Unknown,1960,,90,7,2020-11-04,76,FALSE,,FALSE,,,FALSE,
